# date=2019-03-22;scenarioFile=scenario_jonquera.ini;landscapeFile=landscape/jonquera.lcp;ignitionFile=perimetres/jonquera_central_polygon_2.shp;perimeterResolution=30m;distanceResolution=30m;StartDate=2019-07-22 18:00:00;EndDate=2019-07-23 18:00:00;hoursOfSimulation=24
generation individual p0 p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 p12 p13 p14 p15 p16 p17 p18 p19 p20 runtime maxRSS outputs cpu csw exit error
0 133 2 6 14 69 86 13 125 48 31 0.874653 0 0 0 0 0 0 0 0 0 0 0 1031.00 454208 38136 99% 101624 0 2.196991 
0 134 2 2 14 37 64 15 154 45 62 0.804811 0 0 0 0 0 0 0 0 0 0 0 382.28 236196 37288 99% 38100 0 1.472971 
0 135 9 8 9 52 92 18 331 34 97 1.761658 0 0 0 0 0 0 0 0 0 0 0 133.06 104220 36600 99% 13644 0 1.009150 
0 136 5 12 0 55 95 14 294 42 93 1.241603 0 0 0 0 0 0 0 0 0 0 0 45.62 59736 36168 99% 5210 0 1.017421 
0 137 2 2 7 31 87 28 44 43 38 1.434464 0 0 0 0 0 0 0 0 0 0 0 3603.00 1062132 3576 99% 353839 124 9999.990234 
0 138 11 15 2 21 79 18 108 39 73 0.397010 0 0 0 0 0 0 0 0 0 0 0 391.11 168544 36928 99% 39178 0 1.000072 
0 139 14 12 3 64 67 16 185 44 33 0.854696 0 0 0 0 0 0 0 0 0 0 0 867.83 415156 37896 99% 85466 0 1.813124 
0 140 2 10 1 41 70 20 83 36 99 0.865057 0 0 0 0 0 0 0 0 0 0 0 52.97 101784 36408 99% 5583 0 1.062340 
0 141 2 9 7 58 71 14 340 47 76 1.895788 0 0 0 0 0 0 0 0 0 0 0 125.28 110252 36336 99% 13159 0 1.085849 
0 142 10 6 14 26 65 13 220 32 74 0.462937 0 0 0 0 0 0 0 0 0 0 0 113.22 96700 36384 99% 11729 0 1.015431 
0 143 2 7 11 22 81 7 299 36 93 0.311530 0 0 0 0 0 0 0 0 0 0 0 14.83 36576 35760 99% 1796 0 1.010115 
0 144 13 8 12 55 70 20 282 37 84 1.333378 0 0 0 0 0 0 0 0 0 0 0 206.69 134236 36976 99% 21004 0 1 
0 145 11 14 6 27 68 19 164 48 38 0.312607 0 0 0 0 0 0 0 0 0 0 0 1022.21 480284 37904 99% 100358 0 2.073637 
0 146 15 10 8 48 80 8 352 30 45 1.940581 0 0 0 0 0 0 0 0 0 0 0 89.76 99536 36048 99% 9183 0 1.065378 
0 147 4 2 15 56 86 21 112 39 37 1.426212 0 0 0 0 0 0 0 0 0 0 0 3001.61 985048 39264 99% 295341 0 3.101702 
0 148 10 2 9 56 91 22 161 41 40 0.394381 0 0 0 0 0 0 0 0 0 0 0 1871.49 736480 38512 99% 183396 0 2.588103 
0 149 4 3 6 41 79 17 299 35 91 1.567516 0 0 0 0 0 0 0 0 0 0 0 139.84 125236 37144 99% 14556 0 1.046330 
0 150 13 11 6 69 82 9 259 35 79 1.594819 0 0 0 0 0 0 0 0 0 0 0 25.19 46908 35856 99% 2682 0 1 
0 151 9 10 1 49 87 1 57 34 76 0.786245 0 0 0 0 0 0 0 0 0 0 0 11.24 32492 35728 99% 1284 0 1.001929 
0 152 9 6 2 44 71 12 262 38 44 1.669572 0 0 0 0 0 0 0 0 0 0 0 400.61 251584 37120 99% 40153 0 1.424314 
0 153 5 10 13 67 67 13 317 35 86 1.399668 0 0 0 0 0 0 0 0 0 0 0 65.12 71640 36104 99% 6921 0 1.022351 
0 154 7 3 12 43 67 12 90 30 66 0.421427 0 0 0 0 0 0 0 0 0 0 0 114.48 124520 36248 99% 11610 0 1.067018 
0 155 9 8 7 61 84 11 260 47 47 0.640871 0 0 0 0 0 0 0 0 0 0 0 226.78 172008 36792 99% 22979 0 1.303250 
0 156 10 9 7 23 80 13 56 48 82 0.528884 0 0 0 0 0 0 0 0 0 0 0 63.04 72368 35992 99% 6391 0 1.006136 
