# date=2019-03-17;scenarioFile=scenario_jonquera.ini;landscapeFile=landscape/jonquera.lcp;ignitionFile=perimetres/jonquera_central_polygon_2.shp;perimeterResolution=30m;distanceResolution=30m;StartDate=2019-07-22 18:00:00;EndDate=2019-07-23 12:00:00;hoursOfSimulation=18
generation individual p0 p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 p12 p13 p14 p15 p16 p17 p18 p19 p20 runtime maxRSS outputs cpu csw exit error
0 95 12 8 2 32 71 18 47 45 70 0.826409 0 0 0 0 0 0 0 0 0 0 0 30.91 56428 35752 99% 3431 0 1.001736 
0 96 13 11 6 54 99 10 180 47 76 0.038553 0 0 0 0 0 0 0 0 0 0 0 9.66 31780 35712 99% 1289 0 1 
0 97 2 13 1 69 72 0 5 36 41 1.198006 0 0 0 0 0 0 0 0 0 0 0 13.54 35720 35672 99% 1798 0 1.023075 
0 98 11 12 14 23 71 3 129 38 33 0.133256 0 0 0 0 0 0 0 0 0 0 0 13.75 36612 35680 99% 1746 0 1.032430 
0 99 12 7 2 33 79 22 53 43 36 0.767339 0 0 0 0 0 0 0 0 0 0 0 2111.05 723192 38024 99% 209084 0 3.584053 
0 100 2 11 12 57 85 10 300 38 57 0.364853 0 0 0 0 0 0 0 0 0 0 0 35.70 56896 35776 95% 3705 0 1.102353 
0 101 13 2 0 26 77 15 245 46 60 1.622196 0 0 0 0 0 0 0 0 0 0 0 163.18 123768 36432 99% 17529 0 1.249144 
0 102 13 13 3 43 77 16 164 43 76 0.282031 0 0 0 0 0 0 0 0 0 0 0 16.46 38836 35736 99% 1917 0 1 
0 103 14 6 9 61 74 9 283 42 83 1.427922 0 0 0 0 0 0 0 0 0 0 0 10.10 30136 35704 99% 1253 0 1 
0 104 7 13 11 42 70 1 357 32 68 0.652573 0 0 0 0 0 0 0 0 0 0 0 7.64 27648 35632 99% 978 0 1.003388 
0 105 5 5 10 46 95 14 215 36 67 1.221412 0 0 0 0 0 0 0 0 0 0 0 64.78 74004 36056 99% 7424 0 1.090394 
0 106 15 5 0 55 82 15 288 46 52 0.505096 0 0 0 0 0 0 0 0 0 0 0 236.52 154384 36576 99% 24517 0 1.440505 
0 107 14 15 12 62 93 24 44 46 82 0.442278 0 0 0 0 0 0 0 0 0 0 0 16.74 39800 35720 99% 1897 0 1 
0 108 11 4 3 37 90 12 250 46 95 0.566098 0 0 0 0 0 0 0 0 0 0 0 10.35 32436 35624 99% 1238 0 1.004400 
0 109 6 9 3 57 83 16 95 36 88 0.558450 0 0 0 0 0 0 0 0 0 0 0 14.46 37636 35672 98% 1788 0 1.020061 
0 110 5 14 8 37 64 18 94 45 35 1.425057 0 0 0 0 0 0 0 0 0 0 0 1169.26 464404 37752 99% 116219 0 2.090671 
0 111 4 15 3 23 80 14 121 31 68 1.590384 0 0 0 0 0 0 0 0 0 0 0 30.86 55760 35752 99% 3487 0 1.053142 
0 112 14 2 12 32 97 13 299 36 41 0.596223 0 0 0 0 0 0 0 0 0 0 0 404.61 207328 36664 99% 41413 0 1.618062 
0 113 9 4 12 40 67 2 359 34 65 1.574666 0 0 0 0 0 0 0 0 0 0 0 8.70 28184 35600 99% 1099 0 1.007330 
0 114 14 2 4 55 66 24 151 48 38 1.785296 0 0 0 0 0 0 0 0 0 0 0 1280.45 528008 37528 99% 127038 0 2.774570 
0 115 2 10 0 63 100 10 148 34 69 0.581667 0 0 0 0 0 0 0 0 0 0 0 18.56 42328 35672 99% 2230 0 1.044920 
0 116 7 4 12 57 81 15 124 47 34 0.323170 0 0 0 0 0 0 0 0 0 0 0 830.87 376300 37680 99% 82958 0 2.587754 
0 117 3 2 0 63 95 14 28 46 94 0.764707 0 0 0 0 0 0 0 0 0 0 0 18.13 41972 35672 99% 2330 0 1.044896 
0 118 2 2 8 29 76 25 319 31 100 1.885577 0 0 0 0 0 0 0 0 0 0 0 1.13 22172 24 99% 135 0 9999.990234 
0 119 2 8 6 52 97 14 37 43 52 1.390710 0 0 0 0 0 0 0 0 0 0 0 138.84 131588 36224 99% 14495 0 1.666249 
0 120 13 2 15 53 68 7 185 36 48 0.221245 0 0 0 0 0 0 0 0 0 0 0 35.56 57504 35800 99% 3935 0 1.107284 
0 121 5 13 1 67 95 13 115 47 96 0.282295 0 0 0 0 0 0 0 0 0 0 0 10.34 30288 35616 99% 1253 0 1.015371 
0 122 14 11 7 34 67 13 356 32 98 1.324606 0 0 0 0 0 0 0 0 0 0 0 11.90 32908 35728 99% 1441 0 1 
0 123 2 11 5 20 63 12 286 38 85 0.744262 0 0 0 0 0 0 0 0 0 0 0 12.88 35192 35648 98% 1807 0 1.028886 
0 124 12 2 6 32 92 19 292 40 38 0.016749 0 0 0 0 0 0 0 0 0 0 0 2185.80 575404 38336 99% 215798 0 2.940529 
0 125 5 15 11 61 92 10 151 33 70 1.673502 0 0 0 0 0 0 0 0 0 0 0 14.11 37688 35640 99% 1729 0 1.021785 
0 126 15 4 4 30 95 18 177 41 85 1.947082 0 0 0 0 0 0 0 0 0 0 0 22.02 42520 35744 99% 2851 0 1 
0 127 11 2 9 67 80 12 217 42 67 1.451244 0 0 0 0 0 0 0 0 0 0 0 34.30 55404 35880 99% 3796 0 1.063642 
0 128 3 4 4 66 94 5 124 32 95 1.277581 0 0 0 0 0 0 0 0 0 0 0 8.14 26908 35584 99% 1853 0 1.006173 
0 129 13 6 9 38 65 7 111 42 49 1.116934 0 0 0 0 0 0 0 0 0 0 0 28.05 50992 35728 99% 3138 0 1.087054 
0 130 10 12 5 33 93 6 274 37 37 0.039302 0 0 0 0 0 0 0 0 0 0 0 23.64 46740 35784 99% 2698 0 1.085246 
0 131 11 7 13 28 62 5 302 41 40 0.400112 0 0 0 0 0 0 0 0 0 0 0 19.90 42812 35744 99% 2314 0 1.068067 
0 132 10 7 15 46 85 22 93 45 92 0.743286 0 0 0 0 0 0 0 0 0 0 0 17.15 40940 35632 99% 2032 0 1.005582 
0 133 2 6 14 69 86 13 125 48 31 0.874653 0 0 0 0 0 0 0 0 0 0 0 553.57 294544 37168 99% 55803 0 2.196991 
0 134 2 2 14 37 64 15 154 45 62 0.804811 0 0 0 0 0 0 0 0 0 0 0 175.15 131880 36376 99% 18183 0 1.472971 
0 135 9 8 9 52 92 18 331 34 97 1.761658 0 0 0 0 0 0 0 0 0 0 0 20.63 42220 35648 99% 2396 0 1.009150 
0 136 5 12 0 55 95 14 294 42 93 1.241603 0 0 0 0 0 0 0 0 0 0 0 12.78 33700 35624 99% 1522 0 1.017421 
0 137 2 2 7 31 87 28 44 43 38 1.434464 0 0 0 0 0 0 0 0 0 0 0 2648.10 842016 38456 99% 262700 0 4.479614 
0 138 11 15 2 21 79 18 108 39 73 0.397010 0 0 0 0 0 0 0 0 0 0 0 22.41 46176 35728 92% 2368 0 1.000072 
0 139 14 12 3 64 67 16 185 44 33 0.854696 0 0 0 0 0 0 0 0 0 0 0 481.52 262324 37152 99% 49219 0 1.813124 
0 140 2 10 1 41 70 20 83 36 99 0.865057 0 0 0 0 0 0 0 0 0 0 0 24.65 48108 35696 99% 2733 0 1.062340 
0 141 2 9 7 58 71 14 340 47 76 1.895788 0 0 0 0 0 0 0 0 0 0 0 23.88 48868 35744 99% 4026 0 1.085849 
0 142 10 6 14 26 65 13 220 32 74 0.462937 0 0 0 0 0 0 0 0 0 0 0 20.74 44028 35728 99% 2608 0 1.015431 
0 143 2 7 11 22 81 7 299 36 93 0.311530 0 0 0 0 0 0 0 0 0 0 0 7.97 28096 35592 99% 1031 0 1.010115 
0 144 13 8 12 55 70 20 282 37 84 1.333378 0 0 0 0 0 0 0 0 0 0 0 23.55 45572 35760 98% 2676 0 1 
0 145 11 14 6 27 68 19 164 48 38 0.312607 0 0 0 0 0 0 0 0 0 0 0 477.70 271204 36848 99% 48109 0 2.073637 
0 146 15 10 8 48 80 8 352 30 45 1.940581 0 0 0 0 0 0 0 0 0 0 0 27.14 51612 35752 99% 3040 0 1.065378 
0 147 4 2 15 56 86 21 112 39 37 1.426212 0 0 0 0 0 0 0 0 0 0 0 1843.57 656372 37960 99% 181616 0 3.101702 
0 148 10 2 9 56 91 22 161 41 40 0.394381 0 0 0 0 0 0 0 0 0 0 0 1026.55 464560 37376 99% 102465 0 2.588103 
0 149 4 3 6 41 79 17 299 35 91 1.567516 0 0 0 0 0 0 0 0 0 0 0 11.83 49276 35736 99% 1556 0 1.046330 
0 150 13 11 6 69 82 9 259 35 79 1.594819 0 0 0 0 0 0 0 0 0 0 0 9.39 30212 35712 99% 1231 0 1 
0 151 9 10 1 49 87 1 57 34 76 0.786245 0 0 0 0 0 0 0 0 0 0 0 7.36 27544 35672 99% 1000 0 1.001929 
0 152 9 6 2 44 71 12 262 38 44 1.669572 0 0 0 0 0 0 0 0 0 0 0 187.38 142540 36384 99% 19568 0 1.424314 
0 153 5 10 13 67 67 13 317 35 86 1.399668 0 0 0 0 0 0 0 0 0 0 0 13.81 35684 35648 99% 1866 0 1.022351 
0 154 7 3 12 43 67 12 90 30 66 0.421427 0 0 0 0 0 0 0 0 0 0 0 27.88 53408 35712 99% 3062 0 1.067018 
0 155 9 8 7 61 84 11 260 47 47 0.640871 0 0 0 0 0 0 0 0 0 0 0 101.13 96216 36144 99% 10805 0 1.303250 
0 156 10 9 7 23 80 13 56 48 82 0.528884 0 0 0 0 0 0 0 0 0 0 0 10.73 33644 35616 99% 1398 0 1.006136 
0 157 4 15 7 23 85 10 119 32 89 0.793386 0 0 0 0 0 0 0 0 0 0 0 8.98 29484 35592 99% 1201 0 1.009825 
0 158 10 5 7 27 66 6 266 45 92 0.904261 0 0 0 0 0 0 0 0 0 0 0 7.84 28364 35632 98% 947 0 1.002809 
0 159 13 14 1 62 73 21 230 41 89 1.255617 0 0 0 0 0 0 0 0 0 0 0 13.61 35088 35736 99% 1681 0 1 
0 160 15 6 12 27 82 14 203 37 95 0.611095 0 0 0 0 0 0 0 0 0 0 0 13.45 35968 35800 98% 1584 0 1 
0 161 6 2 1 37 70 11 326 37 79 0.086826 0 0 0 0 0 0 0 0 0 0 0 13.98 38380 35664 99% 1633 0 1.035396 
0 162 2 11 3 61 75 15 68 35 85 0.944442 0 0 0 0 0 0 0 0 0 0 0 16.21 41196 35672 99% 2151 0 1.048211 
0 163 3 12 14 36 84 16 119 37 56 0.953244 0 0 0 0 0 0 0 0 0 0 0 150.42 130220 36320 99% 15606 0 1.249566 
0 164 8 14 13 58 67 12 88 33 96 0.119384 0 0 0 0 0 0 0 0 0 0 0 8.32 29448 35608 99% 1072 0 1.004593 
0 165 14 2 12 39 86 13 148 38 36 0.512723 0 0 0 0 0 0 0 0 0 0 0 417.33 229000 36824 99% 42147 0 1.749349 
0 166 4 8 14 37 67 7 14 31 98 1.095046 0 0 0 0 0 0 0 0 0 0 0 8.01 28432 35592 98% 1121 0 1.007619 
0 167 7 13 1 53 86 13 341 39 46 0.195140 0 0 0 0 0 0 0 0 0 0 0 121.45 115916 36112 99% 12713 0 1.441240 
0 168 8 3 2 68 94 8 334 36 63 1.747280 0 0 0 0 0 0 0 0 0 0 0 7.40 27680 35616 98% 1585 0 1.062123 
0 169 9 2 10 28 64 9 312 36 90 1.144295 0 0 0 0 0 0 0 0 0 0 0 8.26 29188 35608 99% 1069 0 1.006510 
0 170 14 9 1 66 65 11 110 45 89 1.621894 0 0 0 0 0 0 0 0 0 0 0 10.52 29532 35720 99% 1305 0 1 
0 171 2 12 10 31 87 16 117 44 95 0.846490 0 0 0 0 0 0 0 0 0 0 0 15.05 37228 35664 99% 1798 0 1.040592 
0 172 6 14 9 56 93 15 154 32 95 0.906336 0 0 0 0 0 0 0 0 0 0 0 12.27 33080 35616 99% 1492 0 1.012164 
0 173 8 6 14 38 89 9 157 42 93 1.294494 0 0 0 0 0 0 0 0 0 0 0 7.66 28728 35600 99% 959 0 1.007137 
0 174 6 11 7 46 98 11 206 45 95 1.392441 0 0 0 0 0 0 0 0 0 0 0 9.32 30388 35608 99% 1158 0 1.010790 
0 175 5 3 13 46 92 10 123 38 66 1.915931 0 0 0 0 0 0 0 0 0 0 0 24.82 49280 35768 99% 2983 0 1.081437 
0 176 6 7 2 46 99 19 143 39 92 1.526367 0 0 0 0 0 0 0 0 0 0 0 22.45 44340 35672 99% 2616 0 1.032575 
0 177 2 9 6 67 92 3 347 32 40 0.199749 0 0 0 0 0 0 0 0 0 0 0 10.81 31424 35648 99% 1520 0 1.034600 
0 178 12 8 8 23 74 11 135 49 97 1.674876 0 0 0 0 0 0 0 0 0 0 0 8.47 29640 35712 99% 1254 0 1.000543 
0 179 4 5 3 24 60 15 19 33 68 0.594798 0 0 0 0 0 0 0 0 0 0 0 47.78 70284 35832 99% 5090 0 1.125898 
0 180 15 8 9 50 81 12 187 49 97 1.415780 0 0 0 0 0 0 0 0 0 0 0 9.08 30336 35728 99% 2150 0 1 
0 181 2 11 2 68 85 21 298 36 63 1.409396 0 0 0 0 0 0 0 0 0 0 0 309.64 194016 36568 99% 31372 0 1.265805 
0 182 7 9 3 58 69 8 130 38 98 1.000893 0 0 0 0 0 0 0 0 0 0 0 7.29 27788 35592 99% 903 0 1.005763 
0 183 5 7 10 66 83 2 65 32 55 0.705661 0 0 0 0 0 0 0 0 0 0 0 9.10 30336 35608 98% 1455 0 1.013961 
0 184 2 7 12 23 97 13 129 34 43 1.802857 0 0 0 0 0 0 0 0 0 0 0 248.55 176008 36640 99% 25797 0 1.667032 
0 185 12 2 13 41 98 7 110 43 88 0.945308 0 0 0 0 0 0 0 0 0 0 0 7.44 28060 35656 98% 1034 0 1.001869 
