# date=2019-03-14;scenarioFile=scenario_jonquera.ini;landscapeFile=landscape/jonquera.lcp;ignitionFile=perimetres/jonquera_central_polygon_2.shp;perimeterResolution=30m;distanceResolution=30m;StartDate=2019-07-22 18:00:00;EndDate=2019-07-23 06:00:00;hoursOfSimulation=12
generation individual p0 p1  p2        p3        p4        p5        p6        p7        p8       p9      p10      p11      p12      p13      p14      p15   p16      p17      p18      p19      p20 runtime maxRSS outputs cpu csw exit error
0 55 15 12 10 63 93 11 316 42 31 1.520366 0 0 0 0 0 0 0 0 0 0 0 50.30 70184 35880 99% 5483 0 1.378358 
0 56 15 12 12 53 90 14 6 30 65 0.213427 0 0 0 0 0 0 0 0 0 0 0 2.46 23712 232 99% 336 0 9999.990234 
0 57 7 12 10 54 86 19 25 41 35 0.056021 0 0 0 0 0 0 0 0 0 0 0 255.63 176184 36312 99% 25273 0 3.432042 
0 58 8 6 13 60 65 12 52 33 64 1.060354 0 0 0 0 0 0 0 0 0 0 0 5.21 25620 35592 98% 761 0 1.056493 
0 59 13 14 8 41 76 1 350 36 64 0.425302 0 0 0 0 0 0 0 0 0 0 0 2.97 23692 232 99% 676 0 9999.990234 
0 60 2 8 9 37 94 7 252 40 85 1.525059 0 0 0 0 0 0 0 0 0 0 0 5.44 24220 35560 99% 759 0 1.012598 
0 61 2 11 3 27 81 16 124 36 96 0.913077 0 0 0 0 0 0 0 0 0 0 0 5.56 25024 35576 99% 805 0 1.040134 
0 62 6 14 8 23 66 5 340 47 51 0.800911 0 0 0 0 0 0 0 0 0 0 0 5.75 25976 35576 99% 914 0 1.041194 
0 63 9 3 4 25 100 15 67 44 35 1.943679 0 0 0 0 0 0 0 0 0 0 0 290.14 200416 36296 99% 28851 0 2.409497 
0 64 4 7 11 70 62 17 227 31 42 1.311649 0 0 0 0 0 0 0 0 0 0 0 85.77 86020 36136 99% 8811 0 2.015564 
0 65 6 13 2 26 70 17 60 49 72 1.170409 0 0 0 0 0 0 0 0 0 0 0 4.97 25660 35592 99% 635 0 1.063160 
0 66 11 13 12 70 84 5 311 42 61 0.052134 0 0 0 0 0 0 0 0 0 0 0 6.27 24188 35568 99% 735 0 1.005847 
0 67 12 6 12 55 98 4 353 43 82 0.047327 0 0 0 0 0 0 0 0 0 0 0 4.46 23852 35632 99% 638 0 1.001037 
0 68 13 2 11 60 65 16 285 39 44 1.093664 0 0 0 0 0 0 0 0 0 0 0 165.59 120632 36288 99% 16472 0 2.016227 
0 69 2 5 9 49 99 11 69 43 88 1.322659 0 0 0 0 0 0 0 0 0 0 0 5.78 24496 35568 98% 879 0 1.025329 
0 70 3 12 7 27 73 13 120 43 75 0.360511 0 0 0 0 0 0 0 0 0 0 0 5.12 25300 35592 99% 1006 0 1.054781 
0 71 6 5 7 41 78 15 19 39 60 0.585897 0 0 0 0 0 0 0 0 0 0 0 14.44 37848 35728 99% 1867 0 1.422988 
0 72 7 2 6 61 84 14 93 50 54 0.782156 0 0 0 0 0 0 0 0 0 0 0 43.22 60740 35888 99% 4400 0 1.817211 
0 73 9 10 10 48 99 9 278 31 46 1.492235 0 0 0 0 0 0 0 0 0 0 0 10.44 31524 35632 99% 1288 0 1.122185 
0 74 5 4 9 42 63 9 127 44 59 1.368545 0 0 0 0 0 0 0 0 0 0 0 8.76 30544 35640 99% 1095 0 1.156098 
0 75 8 15 5 31 80 7 145 34 89 0.678855 0 0 0 0 0 0 0 0 0 0 0 5.65 23816 35600 99% 793 0 1.002146 
0 76 3 8 10 34 71 21 175 39 44 1.597207 0 0 0 0 0 0 0 0 0 0 0 120.07 105592 36160 99% 12052 0 2.115928 
0 77 12 8 8 62 68 13 349 34 95 1.895775 0 0 0 0 0 0 0 0 0 0 0 4.43 23780 35648 99% 639 0 1.000446 
0 78 8 7 3 26 82 10 218 30 37 0.851592 0 0 0 0 0 0 0 0 0 0 0 25.61 47404 35736 99% 2994 0 1.299031 
0 79 2 10 5 31 77 14 185 44 94 0.351124 0 0 0 0 0 0 0 0 0 0 0 6.26 24892 35576 99% 856 0 1.034202 
0 80 12 13 5 41 62 15 292 44 50 0.069283 0 0 0 0 0 0 0 0 0 0 0 15.31 37212 35696 99% 1647 0 1.253315 
0 81 2 15 3 38 71 24 43 36 89 0.667730 0 0 0 0 0 0 0 0 0 0 0 5.78 25668 35592 97% 688 0 1.056891 
0 82 3 7 11 23 77 5 328 36 85 0.596846 0 0 0 0 0 0 0 0 0 0 0 4.90 23996 35560 99% 648 0 1.007511 
0 83 7 2 14 32 83 14 215 46 54 0.324930 0 0 0 0 0 0 0 0 0 0 0 37.45 56504 35944 99% 3957 0 1.529320 
0 84 3 7 15 33 83 15 42 32 58 1.799455 0 0 0 0 0 0 0 0 0 0 0 10.25 33384 35696 99% 1243 0 1.278186 
0 85 14 6 3 27 88 13 79 48 92 0.330396 0 0 0 0 0 0 0 0 0 0 0 2.82 23760 232 99% 368 0 9999.990234 
0 86 4 6 7 31 80 9 328 36 36 1.394058 0 0 0 0 0 0 0 0 0 0 0 27.53 52152 35800 99% 3218 0 1.324601 
0 87 7 11 12 24 90 6 60 32 49 0.722817 0 0 0 0 0 0 0 0 0 0 0 7.29 26220 35576 99% 907 0 1.049899 
0 88 8 2 9 60 90 7 192 46 35 0.125999 0 0 0 0 0 0 0 0 0 0 0 23.22 47892 35688 99% 2585 0 1.199402 
0 89 14 11 10 37 65 6 350 39 73 0.048142 0 0 0 0 0 0 0 0 0 0 0 2.57 23704 232 99% 387 0 9999.990234 
0 90 6 9 5 21 93 19 188 49 39 1.875009 0 0 0 0 0 0 0 0 0 0 0 244.58 163876 36336 99% 24466 0 2.204164 
0 91 4 2 5 35 89 12 308 43 73 1.406495 0 0 0 0 0 0 0 0 0 0 0 5.94 25908 35616 99% 688 0 1.074179 
0 92 9 7 2 43 79 12 266 31 43 0.953898 0 0 0 0 0 0 0 0 0 0 0 32.86 50948 35760 99% 3482 0 1.361407 
0 93 7 2 15 68 70 17 238 49 33 0.939019 0 0 0 0 0 0 0 0 0 0 0 336.95 209300 36488 99% 33546 0 2.327265 
0 94 13 7 10 43 89 11 177 44 78 1.945515 0 0 0 0 0 0 0 0 0 0 0 4.56 23712 35648 98% 621 0 1.000060 
0 95 12 8 2 32 71 18 47 45 70 0.826409 0 0 0 0 0 0 0 0 0 0 0 5.08 23884 35616 99% 684 0 1.001736 
0 96 13 11 6 54 99 10 180 47 76 0.038553 0 0 0 0 0 0 0 0 0 0 0 2.93 23748 232 99% 412 0 9999.990234 
0 97 2 13 1 69 72 0 5 36 41 1.198006 0 0 0 0 0 0 0 0 0 0 0 5.69 26188 35568 99% 868 0 1.023075 
0 98 11 12 14 23 71 3 129 38 33 0.133256 0 0 0 0 0 0 0 0 0 0 0 7.80 26748 35584 99% 922 0 1.032430 
0 99 12 7 2 33 79 22 53 43 36 0.767339 0 0 0 0 0 0 0 0 0 0 0 684.84 342292 36744 99% 67271 0 3.584053 
0 100 2 11 12 57 85 10 300 38 57 0.364853 0 0 0 0 0 0 0 0 0 0 0 6.70 28272 35632 99% 847 0 1.102353 
0 101 13 2 0 26 77 15 245 46 60 1.622196 0 0 0 0 0 0 0 0 0 0 0 14.42 38044 35728 99% 1856 0 1.249144 
0 102 13 13 3 43 77 16 164 43 76 0.282031 0 0 0 0 0 0 0 0 0 0 0 2.95 23704 232 94% 399 0 9999.990234 
0 103 14 6 9 61 74 9 283 42 83 1.427922 0 0 0 0 0 0 0 0 0 0 0 2.47 23680 232 99% 384 0 9999.990234 
0 104 7 13 11 42 70 1 357 32 68 0.652573 0 0 0 0 0 0 0 0 0 0 0 4.96 23948 35592 99% 748 0 1.003388 
0 105 5 5 10 46 95 14 215 36 67 1.221412 0 0 0 0 0 0 0 0 0 0 0 5.63 27212 35624 99% 752 0 1.090394 
0 106 15 5 0 55 82 15 288 46 52 0.505096 0 0 0 0 0 0 0 0 0 0 0 28.35 49148 35752 99% 3273 0 1.440505 
0 107 14 15 12 62 93 24 44 46 82 0.442278 0 0 0 0 0 0 0 0 0 0 0 2.41 23664 232 99% 346 0 9999.990234 
0 108 11 4 3 37 90 12 250 46 95 0.566098 0 0 0 0 0 0 0 0 0 0 0 5.20 23980 35560 99% 744 0 1.004400 
0 109 6 9 3 57 83 16 95 36 88 0.558450 0 0 0 0 0 0 0 0 0 0 0 5.08 24392 35560 99% 681 0 1.020061 
0 110 5 14 8 37 64 18 94 45 35 1.425057 0 0 0 0 0 0 0 0 0 0 0 377.10 198464 36736 99% 37289 0 2.090671 
0 111 4 15 3 23 80 14 121 31 68 1.590384 0 0 0 0 0 0 0 0 0 0 0 5.29 25640 35592 98% 759 0 1.053142 
0 112 14 2 12 32 97 13 299 36 41 0.596223 0 0 0 0 0 0 0 0 0 0 0 73.71 77124 35944 99% 7861 0 1.618062 
0 113 9 4 12 40 67 2 359 34 65 1.574666 0 0 0 0 0 0 0 0 0 0 0 5.21 24144 35560 99% 657 0 1.007330 
0 114 14 2 4 55 66 24 151 48 38 1.785296 0 0 0 0 0 0 0 0 0 0 0 301.21 231476 36352 99% 29902 0 2.774570 
0 115 2 10 0 63 100 10 148 34 69 0.581667 0 0 0 0 0 0 0 0 0 0 0 5.26 25368 35576 98% 783 0 1.044920 
0 116 7 4 12 57 81 15 124 47 34 0.323170 0 0 0 0 0 0 0 0 0 0 0 354.04 194660 36424 99% 34881 0 2.587754 
0 117 3 2 0 63 95 14 28 46 94 0.764707 0 0 0 0 0 0 0 0 0 0 0 5.84 25104 35584 99% 743 0 1.044896 
0 118 2 2 8 29 76 25 319 31 100 1.885577 0 0 0 0 0 0 0 0 0 0 0 0.59 22284 8 99% 70 0 9999.990234 
0 119 2 8 6 52 97 14 37 43 52 1.390710 0 0 0 0 0 0 0 0 0 0 0 25.89 48368 35824 99% 2765 0 1.666249 
0 120 13 2 15 53 68 7 185 36 48 0.221245 0 0 0 0 0 0 0 0 0 0 0 9.90 30460 35624 99% 3190 0 1.107284 
0 121 5 13 1 67 95 13 115 47 96 0.282295 0 0 0 0 0 0 0 0 0 0 0 5.76 24332 35560 99% 715 0 1.015371 
0 122 14 11 7 34 67 13 356 32 98 1.324606 0 0 0 0 0 0 0 0 0 0 0 2.43 23680 232 99% 339 0 9999.990234 
0 123 2 11 5 20 63 12 286 38 85 0.744262 0 0 0 0 0 0 0 0 0 0 0 5.74 24632 35568 99% 712 0 1.028886 
0 124 12 2 6 32 92 19 292 40 38 0.016749 0 0 0 0 0 0 0 0 0 0 0 725.54 285368 36856 99% 71235 0 2.940529 
0 125 5 15 11 61 92 10 151 33 70 1.673502 0 0 0 0 0 0 0 0 0 0 0 4.52 24492 35560 99% 666 0 1.021785 
