# jonquera scenario; 30 hours of prediction; ignition from central polygon; single core execution; scenario.ini: landscapeFile=landscape/jonquera.lcp;ignitionFile=perimetres/jonquera_central_polygon_2.shp;perimeterResolution=30m;distanceResolution=30m;StartDate=2019-07-22 12:00:00;EndDate=2019-07-23 18:30:00;hoursOfSimulation=30
generation individual p0 p1  p2        p3        p4        p5        p6        p7        p8       p9      p10      p11      p12      p13      p14      p15   p16      p17      p18      p19      p20 runtime maxRSS outputs cpu csw exit error
0 118 2 2 8 29 76 25 319 31 100 1.885577 0 0 0 0 0 0 0 0 0 0 0 0.28 22152 16 99% 43 0 9999.990234 
0 119 2 8 6 52 97 14 37 43 52 1.390710 0 0 0 0 0 0 0 0 0 0 0 522.96 474160 38528 100% 52298 0 2.416068 
0 120 13 2 15 53 68 7 185 36 48 0.221245 0 0 0 0 0 0 0 0 0 0 0 92.83 167572 36576 100% 9755 0 1.194749 
0 121 5 13 1 67 95 13 115 47 96 0.282295 0 0 0 0 0 0 0 0 0 0 0 33.98 82224 37112 99% 4734 0 1.135253 
0 122 14 11 7 34 67 13 356 32 98 1.324606 0 0 0 0 0 0 0 0 0 0 0 34.72 68860 36288 99% 4242 0 1.053154 
0 123 2 11 5 20 63 12 286 38 85 0.744262 0 0 0 0 0 0 0 0 0 0 0 75.80 135504 37600 99% 9113 0 1.194061 
0 124 12 2 6 32 92 19 292 40 38 0.016749 0 0 0 0 0 0 0 0 0 0 0 2510.92 1153728 41712 100% 246792 0 3.623487 
0 125 5 15 11 61 92 10 151 33 70 1.673502 0 0 0 0 0 0 0 0 0 0 0 91.22 146644 37416 99% 10277 0 1.237896 
0 126 15 4 4 30 95 18 177 41 85 1.947082 0 0 0 0 0 0 0 0 0 0 0 158.64 208492 39032 99% 18503 0 1.336030 
0 127 11 2 9 67 80 12 217 42 67 1.451244 0 0 0 0 0 0 0 0 0 0 0 149.02 210652 37712 100% 16132 0 1.382903 
0 128 3 4 4 66 94 5 124 32 95 1.277581 0 0 0 0 0 0 0 0 0 0 0 7.37 40500 35848 98% 1026 0 1.037288 
0 129 13 6 9 38 65 7 111 42 49 1.116934 0 0 0 0 0 0 0 0 0 0 0 82.33 157104 36456 99% 9160 0 1.163404 
0 130 10 12 5 33 93 6 274 37 37 0.039302 0 0 0 0 0 0 0 0 0 0 0 105.74 186008 36520 99% 11499 0 1.130118 
0 131 11 7 13 28 62 5 302 41 40 0.400112 0 0 0 0 0 0 0 0 0 0 0 82.17 162532 36408 99% 8970 0 1.097242 
0 132 10 7 15 46 85 22 93 45 92 0.743286 0 0 0 0 0 0 0 0 0 0 0 218.73 235900 39192 100% 23513 0 1.438672 
0 133 2 6 14 69 86 13 125 48 31 0.874653 0 0 0 0 0 0 0 0 0 0 0 877.38 691708 39248 100% 87832 0 2.588525 
0 134 2 2 14 37 64 15 154 45 62 0.804811 0 0 0 0 0 0 0 0 0 0 0 440.88 416392 39872 100% 46839 0 2.252303 
0 135 9 8 9 52 92 18 331 34 97 1.761658 0 0 0 0 0 0 0 0 0 0 0 119.79 182672 38264 99% 14114 0 1.388328 
0 136 5 12 0 55 95 14 294 42 93 1.241603 0 0 0 0 0 0 0 0 0 0 0 79.06 128804 37648 99% 9590 0 1.163404 
0 137 2 2 7 31 87 28 44 43 38 1.434464 0 0 0 0 0 0 0 0 0 0 0 9236.15 2041744 42472 99% 892185 0 5.408943 
0 138 11 15 2 21 79 18 108 39 73 0.397010 0 0 0 0 0 0 0 0 0 0 0 474.56 358932 40512 99% 50877 0 1.482821 
